0,0,F,3,0,1054
0,1,F,0,1,711
0,2,M,3,0,192
0,3,M,6,1,408
0,4,M,2,1,488
0,5,F,0,1,536
0,6,F,7,1,520
0,7,M,1,0,229
0,8,M,2,1,483
0,9,M,0,1,567
0,10,F,1,0,264
0,11,F,6,1,512
0,12,M,4,0,207
0,13,M,0,1,528
0,14,M,6,1,520
0,15,M,7,1,527
0,16,F,4,0,265
0,17,M,1,0,232
0,18,M,7,1,512
0,19,F,5,0,240
1,0,L,0,1,688
1,1,S,6,0,239
1,2,S,5,1,439
1,3,L,6,0,240
1,4,S,4,0,303
1,5,L,0,0,239
1,6,L,6,1,503
1,7,S,3,0,239
1,8,S,5,1,505
1,9,L,0,0,208
1,10,L,2,1,447
1,11,L,3,1,456
1,12,L,2,1,464
1,13,L,1,1,488
1,14,S,5,0,256
1,15,L,6,0,176
1,16,L,4,1,425
1,17,L,2,1,455
1,18,S,5,0,232
1,19,S,6,1,400
2,0,F,7,0,335
2,1,L,0,1,367
2,2,F,3,1,433
2,3,S,1,0,225
2,4,M,7,1,415
2,5,S,5,1,464
2,6,F,1,0,208
2,7,L,4,1,424
2,8,M,3,0,232
2,9,L,1,0,192
2,10,M,7,0,208
2,11,L,2,0,224
2,12,M,2,0,224
2,13,L,0,0,192
2,14,F,3,1,416
2,15,L,6,1,440
2,16,M,5,0,224
2,17,S,4,1,408
2,18,M,2,1,472
2,19,S,6,1,408
2,20,F,6,0,190
2,21,S,0,0,210
2,22,F,3,0,200
2,23,L,6,1,448
2,24,M,0,0,232
2,25,S,5,1,416
2,26,F,7,0,168
2,27,L,3,1,464
2,28,F,5,1,440
2,29,S,4,0,256
2,30,F,1,0,200
2,31,L,1,1,520
2,32,M,3,0,232
2,33,L,4,0,216
2,34,M,6,0,240
2,35,L,2,0,206
2,36,F,5,1,458
2,37,S,1,0,223
2,38,M,6,1,456
2,39,L,3,0,232
3,0,M,5,1,679
3,1,L,0,0,224
3,2,M,2,0,200
3,3,S,6,1,432
3,4,F,5,0,232
3,5,S,3,0,248
3,6,M,0,1,448
3,7,L,0,0,232
3,8,F,6,1,424
3,9,S,6,0,232
3,10,M,5,1,440
3,11,S,5,1,448
3,12,F,7,0,256
3,13,L,6,1,448
3,14,M,0,0,232
3,15,S,5,1,456
3,16,F,1,0,224
3,17,S,4,0,240
3,18,M,3,1,448
3,19,S,6,1,448
3,20,F,2,0,240
3,21,L,4,1,424
3,22,F,4,1,408
3,23,L,2,1,448
3,24,M,3,0,256
3,25,S,4,1,456
3,26,F,6,0,200
3,27,S,5,0,248
3,28,F,1,0,216
3,29,L,2,1,431
3,30,M,0,0,248
3,31,S,3,1,456
3,32,F,2,0,224
3,33,L,1,1,456
3,34,M,0,0,231
3,35,S,4,1,473
3,36,M,5,1,480
3,37,L,5,0,192
3,38,F,4,1,448
3,39,L,0,1,440
4,0,F,2,1,647
4,1,M,6,0,240
4,2,F,4,0,224
4,3,F,2,1,447
4,4,F,1,1,432
4,5,M,4,0,233
4,6,M,7,1,447
4,7,M,5,1,408
4,8,F,3,0,248
4,9,F,6,1,448
4,10,M,1,0,176
4,11,F,2,0,246
4,12,M,3,0,216
4,13,M,1,1,448
4,14,M,6,1,448
4,15,F,2,0,248
4,16,F,6,1,448
4,17,F,3,1,456
4,18,M,0,0,208
4,19,M,4,1,472
5,0,M,6,0,327
5,1,S,5,0,144
5,2,F,2,1,416
5,3,S,1,1,448
5,4,M,4,0,208
5,5,S,6,0,216
5,6,M,1,0,192
5,7,L,3,1,464
5,8,F,2,0,248
5,9,S,4,1,456
5,10,F,3,1,472
5,11,L,3,0,208
5,12,F,1,0,230
5,13,S,2,1,474
5,14,F,7,1,480
5,15,L,4,0,215
5,16,M,1,1,439
5,17,L,2,1,489
5,18,F,6,0,239
5,19,S,1,1,465
5,20,M,2,0,200
5,21,L,0,1,447
5,22,M,7,1,449
5,23,L,3,1,456
5,24,M,0,1,464
5,25,L,1,1,472
5,26,F,3,0,288
5,27,L,2,0,200
5,28,F,7,0,263
5,29,L,1,0,209
5,30,F,3,0,247
5,31,L,3,0,232
5,32,F,0,0,256
5,33,L,2,0,216
5,34,M,6,1,471
5,35,S,3,0,247
5,36,M,7,0,216
5,37,S,2,0,239
5,38,F,1,1,464
5,39,L,4,0,224
6,0,F,0,1,567
6,1,S,4,1,464
6,2,F,5,1,455
6,3,L,1,0,240
6,4,F,2,0,216
6,5,S,6,1,448
6,6,F,6,1,464
6,7,S,4,1,448
6,8,M,3,0,248
6,9,L,3,1,488
6,10,F,2,0,240
6,11,S,1,1,472
6,12,M,1,0,224
6,13,L,2,1,448
6,14,F,4,0,248
6,15,L,4,0,256
6,16,F,1,0,240
6,17,L,6,0,200
6,18,F,7,0,224
6,19,L,0,0,232
6,20,F,3,0,224
6,21,S,1,1,472
6,22,M,7,0,224
6,23,L,4,1,432
6,24,F,6,0,240
6,25,S,6,1,439
6,26,F,5,1,440
6,27,L,5,0,232
6,28,F,6,0,216
6,29,S,3,1,424
6,30,M,7,0,232
6,31,S,6,0,200
6,32,M,1,0,208
6,33,S,0,0,208
6,34,M,4,0,224
6,35,L,2,1,440
6,36,F,6,0,216
6,37,S,0,1,448
6,38,M,5,0,184
6,39,L,1,1,423
