0,0,F,6,1,1181
0,1,M,0,0,327
0,2,M,6,1,488
0,3,F,3,0,328
0,4,M,5,0,256
0,5,M,4,1,536
0,6,M,3,1,504
0,7,F,1,0,240
0,8,M,7,0,191
0,9,F,1,0,248
0,10,M,0,0,199
0,11,M,2,1,457
0,12,M,1,1,592
0,13,F,5,0,248
0,14,F,3,1,480
0,15,F,2,1,480
0,16,M,6,0,232
0,17,M,4,1,464
0,18,M,1,1,463
0,19,M,6,1,454
1,0,S,4,1,600
1,1,S,1,1,416
1,2,S,4,1,432
1,3,S,5,1,424
1,4,L,4,0,232
1,5,S,0,0,224
1,6,S,6,1,416
1,7,L,4,0,192
1,8,S,2,0,200
1,9,L,4,0,200
1,10,S,6,0,232
1,11,L,5,0,200
1,12,L,6,1,432
1,13,L,5,1,383
1,14,L,0,1,431
1,15,L,1,1,408
1,16,S,3,0,223
1,17,S,4,1,375
1,18,S,2,1,416
1,19,L,0,0,216
2,0,F,6,0,328
2,1,S,3,0,191
2,2,M,5,1,408
2,3,L,4,0,216
2,4,M,1,0,208
2,5,S,1,1,424
2,6,F,3,0,184
2,7,S,4,0,247
2,8,F,7,0,209
2,9,S,2,0,184
2,10,M,5,1,456
2,11,L,6,0,200
2,12,M,7,0,240
2,13,L,4,0,224
2,14,F,1,1,424
2,15,S,0,0,216
2,16,F,6,0,192
2,17,L,1,1,432
2,18,F,2,1,456
2,19,S,0,0,216
2,20,F,7,0,192
2,21,S,3,0,224
2,22,F,2,0,191
2,23,L,6,1,417
2,24,M,3,0,216
2,25,S,2,1,440
2,26,M,2,1,392
2,27,S,4,1,432
2,28,F,6,0,216
2,29,S,5,0,200
2,30,F,0,0,216
2,31,S,4,0,232
2,32,M,7,1,456
2,33,S,2,1,455
2,34,M,6,1,449
2,35,L,4,0,215
2,36,M,7,0,225
2,37,S,0,1,423
2,38,F,2,0,217
2,39,L,6,1,416
3,0,M,1,1,550
3,1,L,3,0,250
3,2,F,6,1,416
3,3,L,6,1,432
3,4,F,5,1,440
3,5,S,2,0,232
3,6,M,0,1,439
3,7,L,1,0,199
3,8,M,3,0,241
3,9,S,2,1,448
3,10,M,5,1,409
3,11,L,0,0,223
3,12,F,4,1,440
3,13,S,4,0,223
3,14,F,2,0,217
3,15,S,5,0,248
3,16,F,4,0,208
3,17,S,4,0,240
3,18,M,5,1,448
3,19,L,6,0,208
3,20,M,3,0,240
3,21,S,3,1,448
3,22,M,7,1,448
3,23,L,2,0,216
3,24,F,4,1,432
3,25,S,1,0,232
3,26,F,3,0,216
3,27,S,6,0,232
3,28,M,0,1,424
3,29,L,4,0,208
3,30,F,4,1,448
3,31,L,5,1,440
3,32,F,5,1,456
3,33,L,4,1,471
3,34,F,0,1,441
3,35,L,6,1,440
3,36,F,3,1,424
3,37,S,1,0,248
3,38,F,4,0,184
3,39,S,3,0,240
4,0,F,4,1,488
4,1,M,7,0,232
4,2,F,5,0,192
4,3,F,2,1,440
4,4,M,7,0,200
4,5,F,1,0,223
4,6,F,7,1,425
4,7,F,4,1,424
4,8,F,3,1,455
4,9,M,4,0,233
4,10,M,2,1,424
4,11,M,4,1,391
4,12,M,7,1,440
4,13,F,5,0,240
4,14,F,2,1,447
4,15,F,7,1,455
4,16,F,5,1,423
4,17,F,2,1,448
4,18,M,5,0,192
4,19,M,1,1,407
5,0,F,5,1,495
5,1,S,0,1,424
5,2,M,4,0,216
5,3,L,3,1,424
5,4,M,3,1,432
5,5,L,6,1,448
5,6,F,1,0,240
5,7,S,3,1,464
5,8,F,3,1,448
5,9,S,2,1,440
5,10,F,5,1,432
5,11,S,4,1,448
5,12,M,1,0,216
5,13,S,1,0,224
5,14,M,3,0,208
5,15,L,4,1,464
5,16,F,4,0,224
5,17,S,1,1,448
5,18,M,2,0,200
5,19,L,5,1,440
5,20,M,4,1,456
5,21,L,6,1,448
5,22,M,3,1,448
5,23,L,1,1,432
5,24,M,6,1,440
5,25,S,5,0,240
5,26,F,2,1,432
5,27,S,2,1,440
5,28,F,4,1,424
5,29,S,1,1,464
5,30,M,6,0,200
5,31,L,4,1,424
5,32,F,7,0,240
5,33,S,3,1,448
5,34,F,2,1,439
5,35,S,5,1,457
5,36,F,0,1,424
5,37,L,2,0,224
5,38,F,4,0,207
5,39,L,6,0,225
6,0,F,7,1,615
6,1,S,4,1,376
6,2,F,4,1,424
6,3,L,1,0,216
6,4,F,7,0,224
6,5,S,5,1,440
6,6,M,3,0,200
6,7,S,4,0,208
6,8,M,6,0,216
6,9,L,3,1,472
6,10,F,2,0,199
6,11,L,6,0,224
6,12,F,3,0,232
6,13,L,2,0,200
6,14,F,1,0,240
6,15,S,3,1,472
6,16,M,0,0,200
6,17,S,5,0,216
6,18,M,2,0,216
6,19,S,3,0,223
6,20,M,0,0,257
6,21,S,0,0,192
6,22,F,4,1,432
6,23,S,5,1,424
6,24,F,0,1,456
6,25,S,0,1,424
6,26,M,3,0,208
6,27,L,6,1,448
6,28,M,0,1,424
6,29,S,4,0,224
6,30,F,6,1,416
6,31,L,1,0,192
6,32,F,7,0,240
6,33,S,5,1,416
6,34,M,4,0,176
6,35,S,0,0,240
6,36,M,1,0,200
6,37,L,4,1,408
6,38,F,6,0,254
6,39,S,2,1,418
