0,0,C,2,1,495
0,1,C,5,1,392
0,2,A,4,0,176
0,3,C,5,0,215
0,4,C,1,1,400
0,5,A,4,0,200
0,6,A,2,1,392
0,7,C,3,0,208
0,8,A,0,0,184
0,9,A,1,1,376
0,10,C,0,0,176
0,11,A,3,0,175
0,12,C,1,0,182
0,13,C,0,1,378
0,14,C,4,1,368
0,15,C,5,1,352
0,16,A,1,0,176
0,17,A,3,1,343
0,18,A,1,1,343
0,19,C,3,0,162
1,0,P,1,1,552
1,1,N,5,0,200
1,2,N,3,1,352
1,3,P,0,0,160
1,4,N,4,0,200
1,5,P,0,0,183
1,6,P,2,1,399
1,7,N,4,0,191
1,8,N,0,1,392
1,9,N,5,1,400
1,10,N,0,1,383
1,11,P,2,0,200
1,12,P,5,1,423
1,13,N,0,0,208
1,14,N,1,1,359
1,15,N,4,1,407
1,16,P,0,0,207
1,17,P,3,1,391
1,18,N,5,0,192
1,19,N,0,1,424
2,0,A,1,1,407
2,1,P,6,1,392
2,2,C,0,0,185
2,3,P,3,0,207
2,4,C,5,0,200
2,5,P,0,0,200
2,6,C,4,0,199
2,7,N,4,1,400
2,8,C,0,1,392
2,9,P,5,0,208
2,10,A,1,1,403
2,11,N,3,0,189
2,12,A,2,0,216
2,13,P,6,1,408
2,14,A,1,1,384
2,15,P,3,1,392
2,16,C,5,0,192
2,17,N,5,1,384
2,18,A,4,0,200
2,19,N,4,0,192
2,20,A,3,0,216
2,21,N,0,0,192
2,22,A,0,0,192
2,23,N,1,0,200
2,24,C,2,1,400
2,25,P,4,0,192
2,26,A,0,1,391
2,27,N,0,0,199
2,28,C,4,1,376
2,29,P,1,0,192
2,30,C,2,0,176
2,31,N,6,1,368
2,32,C,4,1,375
2,33,P,1,0,216
2,34,A,0,1,384
2,35,P,0,1,399
2,36,A,1,1,385
2,37,N,2,0,168
2,38,A,3,0,208
2,39,P,5,1,392
3,0,A,5,1,408
3,1,N,0,0,200
3,2,C,4,1,408
3,3,N,3,1,391
3,4,A,2,0,199
3,5,N,2,0,192
3,6,A,1,0,223
3,7,N,0,0,199
3,8,C,5,1,415
3,9,N,6,1,399
3,10,C,3,1,375
3,11,P,0,0,208
3,12,C,4,0,184
3,13,P,1,0,207
3,14,A,1,1,408
3,15,N,0,0,192
3,16,A,3,0,208
3,17,P,2,1,384
3,18,C,0,0,184
3,19,N,4,1,376
3,20,C,5,1,407
3,21,P,5,0,193
3,22,A,1,1,408
3,23,P,4,1,384
3,24,C,5,0,184
3,25,P,1,0,231
3,26,A,0,1,401
3,27,P,0,1,384
3,28,C,1,0,184
3,29,N,3,1,400
3,30,C,5,1,416
3,31,P,6,0,200
3,32,C,4,0,201
3,33,P,1,0,207
3,34,C,2,0,200
3,35,N,2,1,408
3,36,C,0,1,391
3,37,P,4,0,208
3,38,A,3,1,416
3,39,N,6,0,208
4,0,C,2,1,456
4,1,A,0,0,224
4,2,A,3,1,376
4,3,A,2,1,423
4,4,A,0,1,409
4,5,C,5,0,221
4,6,C,0,1,410
4,7,A,1,0,183
4,8,C,5,0,214
4,9,C,2,1,434
4,10,A,3,0,184
4,11,A,4,1,383
4,12,A,2,1,432
4,13,A,3,1,392
4,14,C,5,0,216
4,15,C,3,1,408
4,16,C,0,1,400
4,17,A,2,0,174
4,18,C,5,0,226
4,19,A,3,0,175
5,0,C,3,1,414
5,1,P,3,1,439
5,2,A,2,0,192
5,3,P,4,0,223
5,4,A,5,0,183
5,5,P,2,0,215
5,6,C,3,1,408
5,7,P,6,1,392
5,8,C,0,1,391
5,9,P,5,1,415
5,10,C,5,1,408
5,11,P,1,1,432
5,12,A,1,0,184
5,13,P,0,0,183
5,14,A,4,0,200
5,15,N,5,1,415
5,16,A,1,1,409
5,17,N,4,1,384
5,18,C,3,0,208
5,19,P,1,1,384
5,20,A,2,0,199
5,21,N,3,1,376
5,22,A,5,1,416
5,23,P,1,0,192
5,24,C,4,1,416
5,25,N,4,0,192
5,26,C,5,0,192
5,27,P,1,1,392
5,28,C,2,1,416
5,29,N,3,0,184
5,30,A,1,1,400
5,31,N,2,1,392
5,32,A,2,1,384
5,33,N,1,1,400
5,34,C,4,0,216
5,35,P,2,1,416
5,36,A,2,0,176
5,37,P,6,0,216
5,38,A,0,0,200
5,39,N,5,1,448
6,0,A,1,0,274
6,1,N,2,1,389
6,2,A,3,1,376
6,3,N,1,1,408
6,4,A,4,1,400
6,5,P,3,0,208
6,6,A,3,0,192
6,7,P,0,0,222
6,8,C,0,1,410
6,9,N,3,0,207
6,10,C,5,0,192
6,11,P,6,1,424
6,12,A,0,0,200
6,13,P,3,0,192
6,14,A,4,0,175
6,15,N,0,1,407
6,16,A,5,1,416
6,17,N,3,1,408
6,18,A,0,1,407
6,19,P,6,0,207
6,20,A,3,0,208
6,21,N,0,1,407
6,22,A,2,1,392
6,23,N,4,1,407
6,24,C,5,0,199
6,25,N,6,0,224
6,26,C,3,0,199
6,27,N,3,0,192
6,28,A,0,1,408
6,29,P,6,0,208
6,30,A,4,0,208
6,31,P,2,0,208
6,32,C,5,1,416
6,33,P,1,1,392
6,34,C,4,1,392
6,35,N,2,0,184
6,36,C,1,0,232
6,37,P,3,1,408
6,38,C,4,1,408
6,39,N,1,0,192
